date,title,title_detail,url
2024/04/30,広島県 呉市（車上狙い）,（広島）呉市吉浦本町３丁目で車上狙い　４月２３日,http://this.kiji.is/1158044363788599611?c=134733695793120758
2024/05/31,群馬県 桐生市（サル出没）,（群馬）桐生市川内町５丁目でサル出没　５月３１日朝,http://this.kiji.is/1169283225437782563?c=134733695793120758
2024/06/14,愛知県 尾張旭市（不審な接触）,（愛知）尾張旭市庄中町で不審な接触　６月１３日夕方,http://this.kiji.is/1174230871418143469?c=134733695793120758
2024/04/30,広島県 広島市南区（車上狙い）,（広島）広島市南区皆実町で車上狙い　４月２４日午後,http://this.kiji.is/1158043712860209862?c=134733695793120758
2024/05/31,宮城県 富谷市（クマ出没）,（宮城）富谷市明石下寺前でクマ出没　５月３１日夜,http://this.kiji.is/1169282347240047495?c=134733695793120758
2024/06/14,佐賀県 鹿島市（サル出没）,（佐賀）鹿島市高津原でサル出没　６月１３日朝,http://this.kiji.is/1174230430206411566?c=134733695793120758
2024/04/30,静岡県 裾野市（声かけ）,（静岡）裾野市茶畑で声かけ　４月２８日午前,http://this.kiji.is/1158043029168456556?c=134733695793120758
2024/05/31,大阪府 東大阪市（痴漢）,（大阪）東大阪市若江東町で痴漢　５月３１日夜,http://this.kiji.is/1169281791035638528?c=134733695793120758
2024/06/14,長野県 飯田市（クマ出没）,（長野）飯田市丸山町４丁目でクマ出没　６月１３日午後,http://this.kiji.is/1174229729020150193?c=134733695793120758
2024/04/30,静岡県 静岡市清水区（下半身露出）,（静岡）静岡市清水区草薙３丁目で下半身露出　４月２９日夕方,http://this.kiji.is/1158042369699087064?c=134733695793120758
2024/05/31,岩手県 北上市（クマ出没）,（岩手）北上市和賀町藤根１４地割付近でクマ出没　５月３１日午後,http://this.kiji.is/1169280964382999297?c=134733695793120758
2024/06/14,長野県 南木曽町（クマ出没）,（長野）南木曽町読書でクマ出没　６月１３日夕方,http://this.kiji.is/1174229120484278524?c=134733695793120758
2024/04/30,大阪府 岸和田市（声かけ）,（大阪）岸和田市小松里町付近で声かけ　４月３０日朝,http://this.kiji.is/1158041768207319806?c=134733695793120758
2024/05/31,大阪府 堺市美原区（暴行）,（大阪）堺市美原区平尾付近で暴行　５月３１日朝,http://this.kiji.is/1169280192605045399?c=134733695793120758
2024/06/14,大阪府 大阪市北区（暴行）,（大阪）大阪市北区曽根崎２丁目付近で暴行　６月１３日朝,http://this.kiji.is/1174228434095326187?c=134733695793120758
2024/04/30,静岡県 吉田町（下半身露出）,（静岡）吉田町住吉で下半身露出　４月３０日朝,http://this.kiji.is/1158041208804360847?c=134733695793120758
2024/05/31,岩手県 北上市（クマ出没）,（岩手）北上市和賀町竪川目１地割付近でクマ出没　５月３１日早朝,http://this.kiji.is/1169279708012085359?c=134733695793120758
2024/06/14,秋田県 鹿角市（クマ出没）,（秋田）鹿角市十和田大湯白沢でクマ出没　６月１３日夕方,http://this.kiji.is/1174228185747603925?c=134733695793120758
2024/04/30,広島県 広島市佐伯区（車上狙い）,（広島）広島市佐伯区五日市で車上狙い　４月２５日夕方,http://this.kiji.is/1158040680430338394?c=134733695793120758
2024/05/31,岩手県 奥州市（クマ出没）,（岩手）奥州市胆沢若柳愛宕でクマ出没　５月３１日夕方,http://this.kiji.is/1169278822553338058?c=134733695793120758
2024/06/14,群馬県 太田市（イノシシ出没）,（群馬）太田市北金井町でイノシシ出没　６月１３日夕方,http://this.kiji.is/1174227126006579734?c=134733695793120758
2024/04/30,埼玉県 さいたま市中央区（ひったくり）,（埼玉）さいたま市中央区本町西１丁目でひったくり　４月３０日夜,http://this.kiji.is/1158039824690987622?c=134733695793120758
2024/05/31,岩手県 金ケ崎町（クマ出没）,（岩手）金ケ崎町六原頭無でクマ出没　５月３１日夕方,http://this.kiji.is/1169278236221390915?c=134733695793120758
2024/06/14,北海道 初山別村（クマ出没）,（北海道）初山別村明里付近でクマ出没　６月１２日昼前,http://this.kiji.is/1174226358554509994?c=134733695793120758
2024/04/30,埼玉県 熊谷市（声かけ）,（埼玉）熊谷市中央１丁目でつきまとい　４月３０日夕方,http://this.kiji.is/1158039155935167013?c=134733695793120758
2024/05/31,岩手県 金ケ崎町（クマ出没）,（岩手）金ケ崎町永栄寺窪でクマ出没　５月３１日午後,http://this.kiji.is/1169277401990922573?c=134733695793120758
2024/06/14,北海道 泊村（クマ出没）,（北海道）泊村興志内村でクマ出没　６月１３日午後,http://this.kiji.is/1174225944545263817?c=134733695793120758
2024/04/30,大阪府 大阪市生野区（下半身露出）,（大阪）大阪市生野区田島６丁目付近で下半身露出　４月３０日夜［解決］,http://this.kiji.is/1158038620933259844?c=134733695793120758
2024/05/31,福岡県 福岡市早良区（サル出没）,（福岡）福岡市早良区内野３丁目付近でサル出没　５月３１日夕方,http://this.kiji.is/1169276221306405026?c=134733695793120758
2024/06/14,鳥取県 倉吉市（サル出没）,（鳥取）倉吉市虹ケ丘町でサル出没　６月１３日夕方,http://this.kiji.is/1174225508096983398?c=134733695793120758
2024/04/30,神奈川県 茅ケ崎市（車上狙い）,（神奈川）茅ケ崎市東海岸北で車上狙い　４月２７日午前,http://this.kiji.is/1158037394718818688?c=134733695793120758
2024/05/31,群馬県 渋川市（イノシシ出没）,（群馬）渋川市石原でイノシシ出没　５月３１日朝,http://this.kiji.is/1169275443230081376?c=134733695793120758
2024/06/14,和歌山県 御坊市（声かけ）,（和歌山）御坊市湯川町財部で声かけ　６月１４日朝,http://this.kiji.is/1174225111145201964?c=134733695793120758
2024/04/30,神奈川県 茅ケ崎市（バイク盗）,（神奈川）茅ケ崎市中島でバイク盗　４月２７日から２９日,http://this.kiji.is/1158036866734457566?c=134733695793120758
2024/05/31,兵庫県 宝塚市（イノシシ出没）,（兵庫）宝塚市仁川台付近でイノシシ出没　５月３１日夜,http://this.kiji.is/1169274731035951415?c=134733695793120758
2024/06/14,長野県 安曇野市（クマ出没）,（長野）安曇野市穂高でクマ出没　６月１４日午後,http://this.kiji.is/1174224857063588785?c=134733695793120758
2024/04/30,大阪府 大阪市東住吉区（暴行）,（大阪）大阪市東住吉区桑津１丁目付近で暴行　４月３０日午後,http://this.kiji.is/1158035919388655825?c=134733695793120758
2024/05/31,兵庫県 豊岡市（クマ出没）,（兵庫）豊岡市出石町日野辺でクマ出没　５月３１日夜,http://this.kiji.is/1169273766131155956?c=134733695793120758
2024/06/14,岐阜県 可児市（声かけ）,（岐阜）可児市坂戸で声かけ　６月１３日午後,http://this.kiji.is/1174224147708068521?c=134733695793120758
2024/04/30,神奈川県 横浜市鶴見区（バイク盗）,（神奈川）横浜市鶴見区鶴見中央１丁目でバイク盗　４月２５日,http://this.kiji.is/1158034788406264131?c=134733695793120758
2024/05/31,兵庫県 養父市（クマ出没）,（兵庫）養父市八鹿町上小田でクマ出没　５月３０日夜,http://this.kiji.is/1169272689965973860?c=134733695793120758
2024/06/14,秋田県 仙北市（クマ出没）,（秋田）仙北市角館町下延切欠田でクマ出没　６月１４日昼過ぎ,http://this.kiji.is/1174223876816044854?c=134733695793120758
2024/04/30,埼玉県 草加市（声かけ）,（埼玉）草加市弁天６丁目で声かけ　４月３０日夕方,http://this.kiji.is/1158034305157988994?c=134733695793120758
2024/05/31,大阪府 羽曳野市（イノシシ出没）,（大阪）羽曳野市羽曳が丘９丁目付近でイノシシ出没　５月３１日夕方,http://this.kiji.is/1169271904332006016?c=134733695793120758
2024/06/14,神奈川県 藤沢市（つきまとい）,（神奈川）藤沢市弥勒寺４丁目付近でつきまとい　６月１３日朝,http://this.kiji.is/1174223825392321005?c=134733695793120758
2024/04/30,埼玉県 行田市（つきまとい）,（埼玉）行田市持田１丁目でつきまとい　４月３０日午後,http://this.kiji.is/1158033708178637658?c=134733695793120758
2024/05/31,岩手県 一関市（クマ出没）,（岩手）一関市舞川門畑でクマ出没　５月３１日午後,http://this.kiji.is/1169271314312249767?c=134733695793120758
2024/06/14,群馬県 沼田市（クマ出没）,（群馬）沼田市秋塚町付近でクマ出没　６月１３日夕方,http://this.kiji.is/1174223304551695300?c=134733695793120758
2024/04/30,埼玉県 所沢市（盗撮）,（埼玉）所沢市星の宮１丁目で盗撮の疑い　４月３０日夕方,http://this.kiji.is/1158033185746928065?c=134733695793120758
2024/05/31,岩手県 一関市（クマ出没）,（岩手）一関市千厩町奥玉天梅でクマ出没　５月３１日昼過ぎ,http://this.kiji.is/1169270811281736002?c=134733695793120758
2024/06/14,神奈川県 横浜市港南区（盗撮）,（神奈川）横浜市港南区港南台２丁目で盗撮の疑い　６月１３日夕方,http://this.kiji.is/1174222631369835258?c=134733695793120758
2024/04/30,福岡県 北九州市小倉北区（つきまとい）,（福岡）北九州市小倉北区原町１丁目付近でつきまとい　４月３０日午後,http://this.kiji.is/1158033013399797824?c=134733695793120758
2024/05/31,岡山県 井原市（イノシシ出没）,（岡山）井原市岩倉町でイノシシ出没　５月３１日夕方,http://this.kiji.is/1169270290555044541?c=134733695793120758
2024/06/14,広島県 廿日市市（クマ出没）,（広島）廿日市市阿品台西でクマ出没　６月１３日午後,http://this.kiji.is/1174222529943289869?c=134733695793120758
2024/04/30,埼玉県 所沢市（つきまとい）,（埼玉）所沢市南住吉でつきまとい　４月３０日午後,http://this.kiji.is/1158032769743274996?c=134733695793120758
2024/05/31,北海道 遠軽町（クマ出没）,（北海道）遠軽町栄野付近でクマ出没　５月３１日午前,http://this.kiji.is/1169268705125498912?c=134733695793120758
2024/06/14,神奈川県 大磯町（声かけ）,（神奈川）大磯町国府新宿で声かけ　６月１２日午後,http://this.kiji.is/1174222210451669149?c=134733695793120758
2024/04/30,広島県 廿日市市（つきまとい）,（広島）廿日市市串戸４丁目でつきまとい　４月２３日朝,http://this.kiji.is/1158032340204848059?c=134733695793120758
2024/05/31,三重県 四日市市（暴行）,（三重）四日市市安島１丁目で暴行　５月２９日深夜［解決］,http://this.kiji.is/1169268689216930730?c=134733695793120758
2024/06/14,滋賀県 長浜市（サル出没）,（滋賀）長浜市内保町付近でサル出没　６月１３日夕方,http://this.kiji.is/1174221834585260911?c=134733695793120758
2024/04/30,大阪府 大阪市生野区（下半身露出）,（大阪）大阪市生野区舎利寺３丁目付近で下半身露出　４月３０日夜,http://this.kiji.is/1158031787704648386?c=134733695793120758
2024/05/31,東京都 練馬区（下半身露出）,（東京）練馬区谷原５丁目で下半身露出　５月３０日夕方,http://this.kiji.is/1169267542530458317?c=134733695793120758
2024/06/14,愛知県 豊橋市（下半身露出）,（愛知）豊橋市西小鷹野２丁目で下半身露出　６月１４日午前,http://this.kiji.is/1174221296820011437?c=134733695793120758
2024/04/30,広島県 府中町（声かけ）,（広島）府中町青崎中で声かけ　４月２５日朝,http://this.kiji.is/1158031272943141669?c=134733695793120758
2024/05/31,神奈川県 茅ケ崎市（下半身露出）,（神奈川）茅ケ崎市松浪で下半身露出　５月２９日夕方,http://this.kiji.is/1169266689551499451?c=134733695793120758
2024/06/14,神奈川県 横浜市旭区（つきまとい）,（神奈川）横浜市旭区東希望が丘でつきまとい　６月１３日午後,http://this.kiji.is/1174221222131990738?c=134733695793120758
2024/04/30,東京都 小平市（暴行）,（東京）小平市回田町で暴行　４月３０日夕方,http://this.kiji.is/1158030597921112344?c=134733695793120758
2024/05/31,埼玉県 さいたま市大宮区（自動車盗）,（埼玉）さいたま市大宮区三橋４丁目付近で自動車盗　５月２９日から３０日,http://this.kiji.is/1169265874224071455?c=134733695793120758
2024/06/14,岩手県 宮古市（クマ出没）,（岩手）宮古市茂市第１地割でクマ出没　６月１３日,http://this.kiji.is/1174220549801607742?c=134733695793120758
2024/04/30,広島県 広島市安佐南区（盗撮）,（広島）広島市安佐南区八木９丁目で盗撮の疑い　４月２５日午後,http://this.kiji.is/1158030343417512284?c=134733695793120758
2024/05/31,岩手県 一関市（クマ出没）,（岩手）一関市萩荘八森でクマ出没　５月３１日午後,http://this.kiji.is/1169265673665004285?c=134733695793120758
2024/06/14,神奈川県 横浜市旭区（声かけ）,（神奈川）横浜市旭区中白根１丁目で声かけ　６月１２日昼過ぎ,http://this.kiji.is/1174220075015455727?c=134733695793120758
2024/04/30,広島県 福山市（つきまとい）,（広島）福山市神辺町川南でつきまとい　４月２５日深夜,http://this.kiji.is/1158029468597093190?c=134733695793120758
2024/05/31,埼玉県 本庄市（自動車盗）,（埼玉）本庄市西富田で自動車盗　５月２９日から３０日,http://this.kiji.is/1169265316081402294?c=134733695793120758
2024/06/14,兵庫県 丹波篠山市（下半身露出）,（兵庫）丹波篠山市京町付近で下半身露出　６月１４日朝,http://this.kiji.is/1174220068996744046?c=134733695793120758
2024/04/30,北海道 千歳市（不審な接触）,（北海道）千歳市新富１丁目で不審な接触　４月２７日昼過ぎ,http://this.kiji.is/1158029271736140215?c=134733695793120758
2024/05/31,広島県 広島市安佐南区（クマ出没）,（広島）広島市安佐南区沼田町吉山でクマ出没　５月３１日昼前,http://this.kiji.is/1169264676677026677?c=134733695793120758
2024/06/14,岩手県 一戸町（クマ出没）,（岩手）一戸町中山軽井沢でクマ出没　６月１４日朝,http://this.kiji.is/1174218829613088930?c=134733695793120758
2024/04/30,広島県 広島市佐伯区（不審な言動）,（広島）広島市佐伯区五日市石内で不審な言動　４月２６日午後［解決］,http://this.kiji.is/1158028533484782272?c=134733695793120758
2024/05/31,神奈川県 横浜市青葉区（自動車破壊）,（神奈川）横浜市青葉区奈良町で自動車破壊　５月２８日から２９日,http://this.kiji.is/1169264637737632561?c=134733695793120758
2024/06/14,大阪府 豊能町（下半身露出）,（大阪）豊能町希望ケ丘５丁目付近で下半身露出　６月１４日午前,http://this.kiji.is/1174218771001344982?c=134733695793120758
2024/04/30,広島県 広島市安芸区（卑わいな声かけ）,（広島）広島市安芸区瀬野１丁目で卑わいな声かけ　４月２６日午後,http://this.kiji.is/1158027687013532665?c=134733695793120758
2024/05/31,北海道 厚岸町（クマ出没）,（北海道）厚岸町尾幌付近でクマ出没　５月３１日未明,http://this.kiji.is/1169263689616769316?c=134733695793120758
2024/06/14,神奈川県 開成町（シカ出没）,（神奈川）開成町吉田島下島地区でシカ出没　６月１４日午前,http://this.kiji.is/1174217650690966488?c=134733695793120758
2024/04/30,広島県 広島市西区（スカート内盗撮）,（広島）広島市西区井口２丁目でスカート内盗撮の疑い　４月２６日午後,http://this.kiji.is/1158026792037794322?c=134733695793120758
2024/05/31,神奈川県 横浜市金沢区（バイク盗）,（神奈川）横浜市金沢区並木１丁目でバイク盗　５月３０日,http://this.kiji.is/1169263453742826059?c=134733695793120758
2024/06/14,埼玉県 久喜市（イヌ出没）,（埼玉）久喜市桜田４丁目付近でイヌ出没　６月１４日午前,http://this.kiji.is/1174216097098416435?c=134733695793120758
2024/04/30,広島県 広島市東区（盗撮）,（広島）広島市東区二葉の里２丁目で盗撮の疑い　４月２６日午後,http://this.kiji.is/1158025808406037479?c=134733695793120758
2024/05/31,秋田県 仙北市（クマ出没）,（秋田）仙北市西木町西明寺小山寺でクマ出没　５月３１日昼過ぎ,http://this.kiji.is/1169262941495853322?c=134733695793120758
2024/06/14,福井県 福井市（クマ出没）,（福井）福井市半田町付近でクマ出没　６月１３日夕方,http://this.kiji.is/1174215120277094717?c=134733695793120758
2024/04/30,広島県 呉市（暴言）,（広島）呉市中央１丁目で暴言　４月２６日夕方,http://this.kiji.is/1158025008231989789?c=134733695793120758
2024/05/31,兵庫県 姫路市（声かけ）,（兵庫）姫路市勝原区山戸で声かけ　５月３１日午後,http://this.kiji.is/1169261997921583322?c=134733695793120758
2024/06/14,福井県 小浜市（クマ出没）,（福井）小浜市上加斗でクマ出没　６月１３日夜,http://this.kiji.is/1174214190681014474?c=134733695793120758
2024/04/30,広島県 広島市南区（盗撮）,（広島）広島市南区松原町で盗撮　４月２６日夕方［解決］,http://this.kiji.is/1158023855062745789?c=134733695793120758
2024/05/31,大阪府 池田市（サル出没）,（大阪）池田市五月丘４丁目付近でサル出没　５月３１日昼前,http://this.kiji.is/1169261859645178145?c=134733695793120758
2024/06/14,福井県 敦賀市（クマ出没）,（福井）敦賀市杉津でクマ出没　６月１４日午前,http://this.kiji.is/1174213161958342687?c=134733695793120758
2024/04/30,広島県 広島市東区（自慰行為）,（広島）広島市東区牛田東２丁目で自慰行為の疑い　４月２６日深夜,http://this.kiji.is/1158023308028658352?c=134733695793120758
2024/05/31,大阪府 大阪市西淀川区（下半身露出）,（大阪）大阪市西淀川区姫島１丁目付近で下半身露出　５月３１日朝,http://this.kiji.is/1169261239660200285?c=134733695793120758
2024/06/14,福井県 大野市（クマ出没）,（福井）大野市川合でクマ出没　６月１４日午前,http://this.kiji.is/1174212372363543432?c=134733695793120758
2024/04/30,広島県 福山市（スカート内盗撮）,（広島）福山市三之丸町でスカート内盗撮の疑い　４月２７日朝,http://this.kiji.is/1158022607463612774?c=134733695793120758
2024/05/31,愛知県 安城市（盗撮）,（愛知）安城市弁天町で盗撮の疑い　５月３１日午後,http://this.kiji.is/1169260384034160675?c=134733695793120758
2024/06/14,兵庫県 新温泉町（クマ出没）,（兵庫）新温泉町久谷付近でクマ出没　６月１４日昼,http://this.kiji.is/1174211336583365091?c=134733695793120758
2024/04/30,広島県 廿日市市（暴言）,（広島）廿日市市宮園１丁目で暴言　４月２７日午後,http://this.kiji.is/1158021803285709248?c=134733695793120758
2024/05/31,秋田県 大仙市（クマ出没）,（秋田）大仙市長野六日町付近でクマ出没　５月３１日朝,http://this.kiji.is/1169260363226988997?c=134733695793120758
2024/06/14,岩手県 北上市（クマ出没）,（岩手）北上市和賀町藤根１地割付近でクマ出没　６月１４日午前,http://this.kiji.is/1174210773274051320?c=134733695793120758
2024/04/30,広島県 広島市西区（不審な接触）,（広島）広島市西区東観音町で不審な接触　４月２８日昼,http://this.kiji.is/1158020800121242457?c=134733695793120758
2024/05/31,東京都 北区（声かけ）,（東京）北区東十条２丁目で声かけ　５月３１日夕方,http://this.kiji.is/1169259575689561005?c=134733695793120758
2024/06/14,岩手県 北上市（クマ出没）,（岩手）北上市和賀町山口１６地割付近でクマ出没　６月１３日夜,http://this.kiji.is/1174210241859371506?c=134733695793120758
2024/04/30,広島県 広島市中区（下半身露出）,（広島）広島市中区基町で下半身露出　４月２８日午後,http://this.kiji.is/1158019825182753441?c=134733695793120758
2024/05/31,愛知県 名古屋市名東区（凝視）,（愛知）名古屋市名東区極楽３丁目で凝視　５月３１日夕方,http://this.kiji.is/1169258681085002130?c=134733695793120758
2024/06/14,新潟県 新潟市西区（シカ出没）,（新潟）新潟市西区上新栄町でシカ出没の可能性　６月１３日夕方,http://this.kiji.is/1174209649461871299?c=134733695793120758
2024/04/30,広島県 府中町（スカート内盗撮）,（広島）府中町大須２丁目でスカート内盗撮の疑い　４月２９日午後［解決］,http://this.kiji.is/1158018352726179905?c=134733695793120758
2024/05/31,福島県 会津若松市（クマ出没）,（福島）会津若松市一箕町松長上長原付近でクマ出没　５月３１日,http://this.kiji.is/1169258427242693397?c=134733695793120758
2024/06/14,東京都 あきる野市（クマ出没）,（東京）あきる野市乙津でクマ出没　６月１３日朝,http://this.kiji.is/1174208880152461538?c=134733695793120758
2024/04/30,大阪府 堺市東区（つきまとい）,（大阪）堺市東区北野田付近でつきまとい　４月３０日昼過ぎ,http://this.kiji.is/1158017414799295039?c=134733695793120758
2024/05/31,兵庫県 芦屋市（つきまとい）,（兵庫）芦屋市精道町付近でつきまとい　５月３１日夕方,http://this.kiji.is/1169258081496613345?c=134733695793120758
2024/06/14,北海道 愛別町（クマ出没）,（北海道）愛別町厚生でクマ出没の痕跡　６月１３日夕方,http://this.kiji.is/1174207763484377127?c=134733695793120758
2024/04/30,大阪府 茨木市（不審な言動）,（大阪）茨木市片桐町付近で不審な言動　４月３０日朝,http://this.kiji.is/1158017321537077647?c=134733695793120758
2024/05/31,富山県 高岡市（声かけ）,（富山）高岡市伏木本町で声かけ　５月３１日午後,http://this.kiji.is/1169257052216869356?c=134733695793120758
2024/06/14,福岡県 那珂川市（サル出没）,（福岡）那珂川市別所付近でサル出没　６月１３日夕方,http://this.kiji.is/1174207044077453707?c=134733695793120758
2024/04/30,大阪府 堺市東区（声かけ）,（大阪）堺市東区日置荘北町３丁付近で声かけ　４月３０日夕方,http://this.kiji.is/1158016520242741318?c=134733695793120758
2024/05/31,和歌山県 岩出市（卑わいな声かけ）,（和歌山）岩出市岡田で卑わいな声かけ　５月３１日午後,http://this.kiji.is/1169256142433010126?c=134733695793120758
2024/06/14,秋田県 仙北市（クマ出没）,（秋田）仙北市角館町山谷川崎高屋でクマ出没　６月１３日夕方,http://this.kiji.is/1174205935394669134?c=134733695793120758
2024/04/30,大阪府 堺市東区（つきまとい）,（大阪）堺市東区北野田付近でつきまとい　４月３０日昼過ぎ,http://this.kiji.is/1158015035608171459?c=134733695793120758
2024/05/31,福井県 坂井市（クマ出没）,（福井）坂井市三国町加戸付近でクマ出没　５月３１日昼前,http://this.kiji.is/1169256084376208359?c=134733695793120758
2024/06/14,広島県 安芸太田町（クマ出没）,（広島）安芸太田町上筒賀付近でクマ出没の可能性　６月１４日昼,http://this.kiji.is/1174205497793167737?c=134733695793120758
2024/04/30,大阪府 箕面市（盗撮）,（大阪）箕面市小野原西６丁目付近で盗撮の疑い　４月３０日昼過ぎ,http://this.kiji.is/1158014224700113527?c=134733695793120758
2024/05/31,大阪府 大阪市港区（刃物所持）,（大阪）大阪市港区築港３丁目付近で刃物所持の疑い　５月３１日夕方,http://this.kiji.is/1169255427823075340?c=134733695793120758
2024/06/14,京都府 京都市右京区（クマ出没）,（京都）京都市右京区御室住吉山町付近でクマ出没　６月１４日早朝,http://this.kiji.is/1174205018769326970?c=134733695793120758
2024/04/30,兵庫県 神戸市中央区（盗撮）,（兵庫）神戸市中央区元町通１丁目付近で盗撮　４月３０日夕方［解決］,http://this.kiji.is/1158013980997682105?c=134733695793120758
2024/05/31,宮城県 仙台市青葉区（クマ出没）,（宮城）仙台市青葉区芋沢横前でクマ出没　５月３１日朝,http://this.kiji.is/1169254002691277451?c=134733695793120758
2024/06/14,青森県 八戸市（シカ出没）,（青森）八戸市類家４丁目付近でシカ出没　６月１４日昼前,http://this.kiji.is/1174204243996213425?c=134733695793120758
2024/04/30,東京都 日野市（つきまとい）,（東京）日野市旭が丘１丁目でつきまとい　４月３０日夕方,http://this.kiji.is/1158013460290633784?c=134733695793120758
2024/05/31,大阪府 大阪市東住吉区（暴行）,（大阪）大阪市東住吉区南田辺４丁目付近で暴行　５月３０日昼,http://this.kiji.is/1169253996349817110?c=134733695793120758
2024/06/14,青森県 八戸市（クマ出没）,（青森）八戸市是川１丁目付近でクマ出没　６月１４日早朝,http://this.kiji.is/1174203445873590967?c=134733695793120758
2024/04/30,東京都 品川区（下半身露出）,（東京）品川区大崎１丁目で下半身露出　４月３０日夕方,http://this.kiji.is/1158012909382320379?c=134733695793120758
2024/05/31,大阪府 大阪市住之江区（つきまとい）,（大阪）大阪市住之江区西住之江３丁目付近でつきまとい　５月３１日朝,http://this.kiji.is/1169253094582289311?c=134733695793120758
2024/06/14,青森県 八戸市（クマ出没）,（青森）八戸市市川町下大谷地付近でクマ出没　６月１３日夕方,http://this.kiji.is/1174203009426735563?c=134733695793120758
